lectin_id,lectin_name,lectin_origin,lectin_species,lectin_uniprot,lectin_pdb,glycan_id,glycan_iupac,glycan_glytoucan_id,glycan_monosac_composition,binding_value,binding_unit,binding_source,binding_confidence,binding_source_metadata_json
548,Bark agglutinin I polypeptide A (LECRPA1) (RPbAI),Plant lectins,Robinia pseudoacacia,Q41159,1FNZ,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FNZ"", ""resolution"": ""2.05""}"
549,Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)],Bacterial lectins,Clostridium tetani,P04958,1FV2,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-8)NeuAc(a2-3)]Gal(b1-4)Glc,G05952XV,"Gal:3,GalNAc:1,Glc:1,Neu:3,NeuAc:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FV2"", ""resolution"": ""2.5""}"
550,Tetanus toxin (EC 3.4.24.68) (Tentoxylysin) [Cleaved into: Tetanus toxin light chain (Tetanus toxin chain L); Tetanus toxin heavy chain (Tetanus toxin chain H)],Bacterial lectins,Clostridium tetani,P04958,1FV3,,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-8)NeuAc(a2-3)]Gal(b1-4)Glc,G05952XV,"Gal:3,GalNAc:1,Glc:1,Neu:3,NeuAc:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FV3"", ""resolution"": ""2.3""}"
551,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Animal lectins,Mus musculus,Q61830,1FWU,,Gal(b1-4)[Fuc(a1-3)]GlcNAc,G01187XC,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FWU"", ""resolution"": ""1.9""}"
552,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Animal lectins,Mus musculus,Q61830,1FWV,,Gal(b1-4)[Fuc(a1-3)]GlcNAc,G01187XC,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FWV"", ""resolution"": ""2.2""}"
553,Anti-H(O) lectin 1 (Anti-H(O) lectin I) (UEA-I),Plant lectins,Ulex europaeus,P22972,1FX5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FX5"", ""resolution"": ""2.2""}"
554,Lectin (ECorL),Plant lectins,Erythrina corallodendron,P16404,1FYU,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1FYU"", ""resolution"": ""2.6""}"
555,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),Animal lectins,Homo sapiens,P16109,1G1Q,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G1Q"", ""resolution"": ""2.4""}"
556,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),Animal lectins,Homo sapiens,P16109,1G1R,,NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G90387AM,"Fuc:1,Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G1R"", ""resolution"": ""3.4""}"
557,P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162),Animal lectins,Homo sapiens,P16109,1G1S,,NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,G29014XV,"Fuc:1,Gal:3,GalNAc:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G1S"", ""resolution"": ""1.9""}"
558,E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E),Animal lectins,Homo sapiens,P16581,1G1T,,NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G90387AM,"Fuc:1,Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G1T"", ""resolution"": ""1.5""}"
559,Lectin DB58 [Cleaved into: Lectin DB58 subunit alpha; Lectin DB58 subunit beta],Plant lectins,Dolichos biflorus (Vigna unguiculata),P19588,1G7Y,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G7Y"", ""resolution"": ""2.5""}"
560,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Animal lectins,Homo sapiens,Q05315,1G86,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G86"", ""resolution"": ""1.8""}"
561,Leucoagglutinating phytohemagglutinin (PHA-L),Plant lectins,Phaseolus vulgaris,P05087,1G8W,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G8W"", ""resolution"": ""2.8""}"
562,Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid),Bacterial lectins,Vibrio cholerae,P01556,1G8Z,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G8Z"", ""resolution"": ""2.0""}"
563,Lectin (Agglutinin) (SBA),Plant lectins,Glycine max,P05046,1G9F,,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-3)]Gal,G32648VR,"Gal:3,Glc:2,GlcNAc:2",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1G9F"", ""resolution"": ""2.5""}"
564,Galectin-1 (Gal-1),Animal lectins,Bufo arenarum,P56217,1GAN,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GAN"", ""resolution"": ""2.23""}"
565,Sugar binding protein,Plant lectins,Trichosanthes kirilowii,Q7SIF1,1GGP,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GGP"", ""resolution"": ""2.7""}"
566,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1GIC,,Glc,G15021LG,Glc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GIC"", ""resolution"": ""2.0""}"
567,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1GKB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GKB"", ""resolution"": ""1.56""}"
568,C-reactive protein [Cleaved into: C-reactive protein(1-205)],Animal lectins,Homo sapiens,P02741,1GNH,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GNH"", ""resolution"": ""3.0""}"
569,GSI-B4 isolectin (Fragment),Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),Q8W1R6,1GNZ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GNZ"", ""resolution"": ""2.5""}"
570,Lectin-4 (GS4) (Lectin IV),Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),P24146,1GSL,,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G49963IQ,"Fuc:2,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GSL"", ""resolution"": ""2.0""}"
571,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58),Animal lectins,Rattus norvegicus,Q62902,1GV9,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GV9"", ""resolution"": ""1.46""}"
572,Lectin (ECL),Plant lectins,Erythrina crista-galli,P83410,1GZ9,,Fuc(a1-2)Gal(b1-4)Glc,G10422IZ,"Fuc:1,Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GZ9"", ""resolution"": ""1.7""}"
573,Lectin (ECL),Plant lectins,Erythrina crista-galli,P83410,1GZC,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GZC"", ""resolution"": ""1.58""}"
574,Fucose-binding lectin PA-IIL,Bacterial lectins,Pseudomonas aeruginosa,Q9HYN5,1GZT,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GZT"", ""resolution"": ""1.3""}"
575,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),Animal lectins,Homo sapiens,P09382,1GZW,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1GZW"", ""resolution"": ""1.7""}"
576,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],Plant lectins,Dioclea guianensis,P81637,1H9P,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1H9P"", ""resolution"": ""2.0""}"
577,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],Plant lectins,Dioclea guianensis,P81637,1H9W,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1H9W"", ""resolution"": ""2.0""}"
578,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03437,1HA0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HA0"", ""resolution"": ""2.8""}"
579,Serum amyloid P-component (Female protein) (FP) (SAP(FP)),Animal lectins,Mesocricetus auratus,P07629,1HAS,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HAS"", ""resolution"": ""0.0""}"
580,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),Animal lectins,Homo sapiens,Q05315,1HDK,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HDK"", ""resolution"": ""1.8""}"
581,Pro-hevein (Major hevein) [Cleaved into: Hevein (allergen Hev b 6); Win-like protein],Plant lectins,Hevea brasiliensis,P02877,1HEV,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HEV"", ""resolution"": ""0.0""}"
582,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGD,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGD"", ""resolution"": ""2.7""}"
583,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGE,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGE"", ""resolution"": ""2.6""}"
584,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGF,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGF"", ""resolution"": ""3.0""}"
585,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03437,1HGG,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGG"", ""resolution"": ""2.9""}"
586,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGH,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGH"", ""resolution"": ""2.7""}"
587,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGI,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGI"", ""resolution"": ""2.7""}"
588,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03438,1HGJ,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HGJ"", ""resolution"": ""2.7""}"
590,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),Animal lectins,Homo sapiens,P36222,1HJV,,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,G98511QW,"Glc:4,GlcNAc:4",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HJV"", ""resolution"": ""2.75""}"
591,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),Animal lectins,Homo sapiens,P36222,1HJW,,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,G92110HD,"Glc:8,GlcNAc:8",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HJW"", ""resolution"": ""2.3""}"
592,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),Animal lectins,Homo sapiens,P36222,1HJX,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HJX"", ""resolution"": ""1.85""}"
593,Lectin [Cleaved into: Lectin beta chain; Lectin alpha chain],Plant lectins,Pisum sativum,P02867,1HKD,,Glc,G15021LG,Glc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HKD"", ""resolution"": ""2.09""}"
594,Galectin-2 (Gal-2) (Beta-galactoside-binding lectin L-14-II) (HL14) (Lactose-binding lectin 2) (S-Lac lectin 2),Animal lectins,Homo sapiens,P05162,1HLC,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HLC"", ""resolution"": ""2.9""}"
595,GSI-B4 isolectin (Fragment),Plant lectins,Griffonia simplicifolia (Bandeiraea simplicifolia),Q8W1R6,1HQL,,Gal(a1-3)Gal,G78260AJ,Gal:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HQL"", ""resolution"": ""2.2""}"
596,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1HQW,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HQW"", ""resolution"": ""2.4""}"
597,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],Virus lectins,Influenzae virus,P03437,1HTM,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HTM"", ""resolution"": ""2.5""}"
598,Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein),Animal lectins,Homo sapiens,P05452,1HTN,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HTN"", ""resolution"": ""2.8""}"
599,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),Animal lectins,Homo sapiens,P11226,1HUP,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HUP"", ""resolution"": ""2.5""}"
600,rRNA N-glycosidase (EC 3.2.2.22),Plant lectins,Sambucus ebulus,Q9AVR2,1HWM,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HWM"", ""resolution"": ""2.8""}"
601,rRNA N-glycosidase (EC 3.2.2.22),Plant lectins,Sambucus ebulus,Q9AVR2,1HWN,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HWN"", ""resolution"": ""2.8""}"
602,rRNA N-glycosidase (EC 3.2.2.22),Plant lectins,Sambucus ebulus,Q9AVR2,1HWO,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HWO"", ""resolution"": ""2.9""}"
603,rRNA N-glycosidase (EC 3.2.2.22),Plant lectins,Sambucus ebulus,Q9AVR2,1HWP,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1HWP"", ""resolution"": ""3.1""}"
604,Botulinum neurotoxin type B (BoNT/B) (Bontoxilysin-B) [Cleaved into: Botulinum neurotoxin B light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin B heavy chain (HC)],Bacterial lectins,Clostridium botulinum,P10844,1I1E,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1I1E"", ""resolution"": ""2.5""}"
605,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1I3H,,Man(a1-2)Man,G29313LW,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1I3H"", ""resolution"": ""1.2""}"
606,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Virus lectins,Hu/NV/NV/1968/US,Q83884,1IHM,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IHM"", ""resolution"": ""3.4""}"
607,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,1IIY,,Man(a1-2)Man,G29313LW,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IIY"", ""resolution"": ""0.0""}"
608,Lectin/endochitinase 1 (EC 3.2.1.14) (Agglutinin) (UDA) (chia5.1.1) [Cleaved into: Lectin 1],Plant lectins,Urtica dioica,P11218,1IQB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IQB"", ""resolution"": ""1.9""}"
609,Congerin-2 (Beta-galactoside-binding lectin 2) (Congerin II),Animal lectins,Conger myriaster,Q9YIC2,1IS3,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IS3"", ""resolution"": ""1.45""}"
610,Congerin-2 (Beta-galactoside-binding lectin 2) (Congerin II),Animal lectins,Conger myriaster,Q9YIC2,1IS4,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IS4"", ""resolution"": ""1.9""}"
611,Congerin-2 (Beta-galactoside-binding lectin 2) (Congerin II),Animal lectins,Conger myriaster,Q9YIC2,1IS5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IS5"", ""resolution"": ""2.0""}"
612,Congerin-2 (Beta-galactoside-binding lectin 2) (Congerin II),Animal lectins,Conger myriaster,Q9YIC2,1IS6,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IS6"", ""resolution"": ""1.7""}"
613,Fucose-specific lectin (Aleuria aurantia lectin) (AAL),Fungal and yeast lectins,Aleuria aurantia,P18891,1IUC,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1IUC"", ""resolution"": ""2.24""}"
614,Mannose-specific lectin KM+,Plant lectins,Artocarpus integrifolia,Q7M1T4,1J4S,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J4S"", ""resolution"": ""2.5""}"
615,Mannose-specific lectin KM+,Plant lectins,Artocarpus integrifolia,Q7M1T4,1J4T,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J4T"", ""resolution"": ""2.4""}"
616,Mannose-specific lectin KM+,Plant lectins,Artocarpus integrifolia,Q7M1T4,1J4U,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J4U"", ""resolution"": ""2.9""}"
617,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,1J4V,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J4V"", ""resolution"": ""0.0""}"
618,Uncharacterized protein,Bacterial lectins,Escherichia coli,Q47450,1J8R,,GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,G24499XE,"Gal:3,GalNAc:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J8R"", ""resolution"": ""1.8""}"
619,Uncharacterized protein,Bacterial lectins,Escherichia coli,Q47450,1J8S,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1J8S"", ""resolution"": ""2.1""}"
620,Agglutinin alpha chain (Jacalin alpha chain),Plant lectins,Artocarpus integrifolia,P18670,1JAC,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JAC"", ""resolution"": ""2.43""}"
621,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JBC,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JBC"", ""resolution"": ""1.15""}"
622,Techylectin-5A,Animal lectins,Tachypleus tridentatus,Q9U8W8,1JC9,,GlcNAc,G64581RP,"Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JC9"", ""resolution"": ""2.01""}"
623,Calnexin (pp90),Animal lectins,Canis familiaris,P24643,1JHN,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JHN"", ""resolution"": ""2.9""}"
624,Agglutinin,Plant lectins,Amaranthus caudatus,Q71QF2,1JLX,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JLX"", ""resolution"": ""2.2""}"
625,Agglutinin,Plant lectins,Amaranthus caudatus,Q71QF2,1JLY,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JLY"", ""resolution"": ""2.2""}"
626,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JN2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JN2"", ""resolution"": ""1.9""}"
627,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JOJ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JOJ"", ""resolution"": ""3.0""}"
628,Agglutinin beta-2 chain (MPA),Plant lectins,Maclura pomifera,P18676,1JOT,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JOT"", ""resolution"": ""2.2""}"
629,Mannose-specific lectin (Agglutinin) (LecGNA 2),Plant lectins,Galanthus nivalis,P30617,1JPC,,Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man,G51964GO,Man:5,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JPC"", ""resolution"": ""2.0""}"
630,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JUI,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JUI"", ""resolution"": ""2.75""}"
631,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JW6,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JW6"", ""resolution"": ""1.93""}"
632,Anti-H(O) lectin 1 (Anti-H(O) lectin I) (UEA-I),Plant lectins,Ulex europaeus,P22972,1JXN,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JXN"", ""resolution"": ""2.3""}"
633,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JYC,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JYC"", ""resolution"": ""2.75""}"
634,Concanavalin-A (Con A),Plant lectins,Canavalia ensiformis,P02866,1JYI,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JYI"", ""resolution"": ""2.75""}"
635,C-type lectin Cal (CTL) (Galactose-specific lectin) (Rattlesnake lectin) (RSL),Animal lectins,Crotalus atrox,P21963,1JZN,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1JZN"", ""resolution"": ""2.2""}"
636,Fucolectin,Animal lectins,Anguilla anguilla,Q7SIC1,1K12,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1K12"", ""resolution"": ""1.9""}"
637,Agglutinin isolectin 3 (WGA3) (Fragment),Plant lectins,Triticum vulgaris,P10969,1K7T,,GlcNAc(b1-6)Gal,G09776OJ,"Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1K7T"", ""resolution"": ""2.4""}"
638,Agglutinin isolectin 3 (WGA3) (Fragment),Plant lectins,Triticum vulgaris,P10969,1K7U,,GlcNAc(b1-4)GlcNAc,G07982RO,"Glc:2,GlcNAc:2",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1K7U"", ""resolution"": ""2.2""}"
